transfer,well ,volume_ul,dilution ,lys_r1,lys_r2,lys_r3,his_r1,his_r2,his_r3
1,A1,10,1.00E+04,36,29,33,68,75,76
1,A1,10,1.00E+05,4,7,5,8,8,9
1,A1,10,1.00E+06,1,0,0,1,1,1
1,A1,10,1.00E+07,0,0,0,0,0,0
1,A2,10,1.00E+04,27,23,28,61,74,58
1,A2,10,1.00E+05,2,4,1,5,12,7
1,A2,10,1.00E+06,0,0,0,0,0,0
1,A2,10,1.00E+07,0,0,0,0,0,0
1,A3,10,1.00E+04,38,37,41,69,74,74
1,A3,10,1.00E+05,1,2,10,0,0,0
1,A3,10,1.00E+06,2,0,2,0,0,0
1,A3,10,1.00E+07,0,0,0,0,0,0
1,A4,10,1.00E+04,30,28,20,32,67,71
1,A4,10,1.00E+05,4,4,2,8,9,10
1,A4,10,1.00E+06,2,0,0,2,2,0
1,A4,10,1.00E+07,0,0,0,1,0,0
1,A5,10,1.00E+04,29,28,29,47,65,58
1,A5,10,1.00E+05,1,5,5,1,2,3
1,A5,10,1.00E+06,0,0,0,1,0,1
1,A5,10,1.00E+07,0,0,0,0,0,0
1,A6,10,1.00E+04,31,25,29,66,70,82
1,A6,10,1.00E+05,0,6,2,9,12,4
1,A6,10,1.00E+06,1,1,0,1,1,0
1,A6,10,1.00E+07,0,0,0,0,0,0
1,B1,10,1.00E+04,24,33,33,70,73,62
1,B1,10,1.00E+05,3,8,3,10,13,11
1,B1,10,1.00E+06,0,0,0,1,2,0
1,B1,10,1.00E+07,0,0,0,0,0,0
1,B2,10,1.00E+04,26,23,23,98,90,96
1,B2,10,1.00E+05,2,0,2,16,16,9
1,B2,10,1.00E+06,0,0,0,3,1,0
1,B2,10,1.00E+07,0,0,0,0,0,0
1,B3,10,1.00E+04,13,17,20,97,79,73
1,B3,10,1.00E+05,1,1,3,1,0,2
1,B3,10,1.00E+06,0,0,0,1,0,0
1,B3,10,1.00E+07,0,0,0,0,0,0
1,B4,10,1.00E+04,30,28,20,5,5,9
1,B4,10,1.00E+05,4,4,2,1,0,0
1,B4,10,1.00E+06,2,0,0,0,0,0
1,B4,10,1.00E+07,0,0,0,0,0,0
1,B5,10,1.00E+04,10,4,10,59,49,57
1,B5,10,1.00E+05,1,1,2,3,7,4
1,B5,10,1.00E+06,0,0,0,2,0,1
1,B5,10,1.00E+07,0,0,0,0,0,0
1,B6,10,1.00E+04,0,0,0,0,0,0
1,B6,10,1.00E+05,0,0,0,0,0,0
1,B6,10,1.00E+06,0,0,0,0,0,0
1,B6,10,1.00E+07,0,0,0,0,0,0
1,C1,10,1.00E+04,33,30,28,73,75,62
1,C1,10,1.00E+05,4,6,7,10,13,11
1,C1,10,1.00E+06,0,0,0,1,2,0
1,C1,10,1.00E+07,0,0,0,0,0,0
1,C2,10,1.00E+04,30,25,24,45,59,51
1,C2,10,1.00E+05,2,8,6,7,9,9
1,C2,10,1.00E+06,0,0,2,0,0,0
1,C2,10,1.00E+07,0,0,0,0,0,0
1,C3,10,1.00E+04,25,32,22,44,43,47
1,C3,10,1.00E+05,2,0,3,1,1,5
1,C3,10,1.00E+06,0,0,0,1,0,0
1,C3,10,1.00E+07,0,0,0,0,0,0
1,C4,10,1.00E+04,NA,NA,NA,0,0,0
1,C4,10,1.00E+05,12,6,15,0,0,0
1,C4,10,1.00E+06,1,2,3,0,0,0
1,C4,10,1.00E+07,0,1,0,0,0,0
1,C5,10,1.00E+04,NA,NA,61,0,0,0
1,C5,10,1.00E+05,12,13,11,0,0,0
1,C5,10,1.00E+06,3,1,3,0,0,0
1,C5,10,1.00E+07,0,2,0,0,0,0
1,C6,10,1.00E+04,NA,NA,67,0,0,0
1,C6,10,1.00E+05,13,10,19,0,0,0
1,C6,10,1.00E+06,4,3,1,0,0,0
1,C6,10,1.00E+07,0,1,0,0,0,0
1,D1,10,1.00E+04,27,35,27,92,64,55
1,D1,10,1.00E+05,3,3,6,10,14,11
1,D1,10,1.00E+06,0,0,0,1,2,1
1,D1,10,1.00E+07,0,0,0,0,0,0
1,D2,10,1.00E+04,22,19,23,51,60,58
1,D2,10,1.00E+05,3,3,8,13,9,10
1,D2,10,1.00E+06,0,0,0,1,2,2
1,D2,10,1.00E+07,0,0,0,0,0,0
1,D3,10,1.00E+04,19,17,24,53,45,48
1,D3,10,1.00E+05,0,3,4,8,5,4
1,D3,10,1.00E+06,1,0,0,0,1,0
1,D3,10,1.00E+07,0,0,0,0,0,0
1,D4,10,1.00E+04,0,0,0,NA,NA,NA
1,D4,10,1.00E+05,0,0,0,17,8,14
1,D4,10,1.00E+06,0,0,0,2,2,1
1,D4,10,1.00E+07,0,0,0,0,0,0
1,D5,10,1.00E+04,0,0,0,NA,NA,NA
1,D5,10,1.00E+05,0,0,0,15,18,12
1,D5,10,1.00E+06,0,0,0,1,1,0
1,D5,10,1.00E+07,0,0,0,0,0,0
1,D6,10,1.00E+04,0,0,0,NA,NA,NA
1,D6,10,1.00E+05,0,0,0,1,15,25
1,D6,10,1.00E+06,0,0,0,4,4,1
1,D6,10,1.00E+07,0,0,0,0,0,0
2,A1,10,1.00E+04,61,72,70,NA,NA,NA
2,A1,10,1.00E+05,9,12,11,6,46,49
2,A1,10,1.00E+06,2,3,0,6,8,1
2,A1,10,1.00E+07,0,0,0,1,0,1
2,A2,10,1.00E+04,15,11,18,NA,NA,87
2,A2,10,1.00E+05,1,2,5,19,18,13
2,A2,10,1.00E+06,0,0,0,1,0,0
2,A2,10,1.00E+07,0,0,0,NA,NA,87
2,A3,10,1.00E+04,13,12,11,19,18,13
2,A3,10,1.00E+05,0,1,0,7,11,10
2,A3,10,1.00E+06,1,1,0,3,2,0
2,A3,10,1.00E+07,0,0,0,1,0,0
2,A4,10,1.00E+04,7,9,8,0,0,0
2,A4,10,1.00E+05,1,1,0,75,77,75
2,A4,10,1.00E+06,1,0,0,16,8,10
2,A4,10,1.00E+07,0,0,0,0,0,0
2,A5,10,1.00E+04,11,3,2,84,103,113
2,A5,10,1.00E+05,1,1,2,20,19,15
2,A5,10,1.00E+06,1,0,0,2,2,1
2,A5,10,1.00E+07,0,0,0,0,0,0
2,A6,10,1.00E+04,2,4,8,NA,NA,NA
2,A6,10,1.00E+05,1,0,1,21,18,21
2,A6,10,1.00E+06,1,0,0,4,3,2
2,A6,10,1.00E+07,0,0,0,0,0,0
2,B1,10,1.00E+04,16,24,19,78,77,94
2,B1,10,1.00E+05,1,1,1,2,20,17
2,B1,10,1.00E+06,1,1,0,2,2,1
2,B1,10,1.00E+07,0,0,0,0,0,0
2,B2,10,1.00E+04,11,10,17,99,62,70
2,B2,10,1.00E+05,1,0,0,9,11,14
2,B2,10,1.00E+06,0,0,0,1,1,1
2,B2,10,1.00E+07,0,0,0,0,0,0
2,B3,10,1.00E+04,0,0,0,NA,NA,NA
2,B3,10,1.00E+05,3,3,2,8,13,14
2,B3,10,1.00E+06,NA,NA,NA,2,0,2
2,B3,10,1.00E+07,NA,NA,NA,0,0,0
2,B4,10,1.00E+04,0,5,4,34,46,46
2,B4,10,1.00E+05,0,1,0,2,3,4
2,B4,10,1.00E+06,0,0,0,0,0,0
2,B4,10,1.00E+07,0,0,0,0,0,0
2,B5,10,1.00E+04,5,0,0,27,31,21
2,B5,10,1.00E+05,0,2,0,11,7,5
2,B5,10,1.00E+06,0,0,0,0,0,0
2,B5,10,1.00E+07,0,0,0,0,0,0
2,B6,10,1.00E+04,0,0,0,0,0,0
2,B6,10,1.00E+05,0,0,0,0,0,0
2,B6,10,1.00E+06,0,0,0,0,0,0
2,B6,10,1.00E+07,0,0,0,0,0,0
2,C1,10,1.00E+04,22,19,12,75,85,84
2,C1,10,1.00E+05,1,1,3,5,13,16
2,C1,10,1.00E+06,1,1,0,1,1,0
2,C1,10,1.00E+07,0,0,0,0,0,0
2,C2,10,1.00E+04,21,24,18,NA,NA,NA
2,C2,10,1.00E+05,3,3,0,17,12,19
2,C2,10,1.00E+06,0,0,0,1,2,2
2,C2,10,1.00E+07,0,0,0,1,0,0
2,C3,10,1.00E+04,NA,NA,NA,65,67,72
2,C3,10,1.00E+05,NA,NA,NA,9,12,7
2,C3,10,1.00E+06,7,4,7,0,0,1
2,C3,10,1.00E+07,1,0,0,0,0,0
2,C4,10,1.00E+04, NA,NA,NA,NA,NA,NA
2,C4,10,1.00E+05,11,15,15,NA,NA,NA
2,C4,10,1.00E+06,2,3,0,NA,NA,NA
2,C4,10,1.00E+07,0,0,0,NA,NA,NA
2,C5,10,1.00E+04,22,18,17, NA,NA,NA
2,C5,10,1.00E+05,1,3,0, NA,NA,NA
2,C5,10,1.00E+06,0,0,0, NA,NA,NA
2,C5,10,1.00E+07,0,0,0, NA,NA,NA
2,C6,10,1.00E+04, NA,NA,NA,23,63,84
2,C6,10,1.00E+05, NA,NA,NA,0,0,0
2,C6,10,1.00E+06, NA,NA,NA,0,0,0
2,C6,10,1.00E+07, NA,NA,NA,0,0,0
2,D1,10,1.00E+04,5,40,35,88,100,80
2,D1,10,1.00E+05,6,3,2,12,10,17
2,D1,10,1.00E+06,1,0,0,3,1,0
2,D1,10,1.00E+07,0,0,0,0,0,0
2,D2,10,1.00E+04,11,22,22,NA,NA,NA
2,D2,10,1.00E+05,4,2,1,14,18,17
2,D2,10,1.00E+06,1,1,0,1,1,1
2,D2,10,1.00E+07,0,0,0,0,0,0
2,D3,10,1.00E+04,NA,NA,NA,50,57,48
2,D3,10,1.00E+05,NA,NA,NA,5,7,4
2,D3,10,1.00E+06,4,7,2,0,1,0
2,D3,10,1.00E+07,1,1,0,0,0,0
2,D4,10,1.00E+04,0,0,0,0,0,0
2,D4,10,1.00E+05,0,0,0,14,35,31
2,D4,10,1.00E+06,0,0,0,3,1,1
2,D4,10,1.00E+07,0,0,0,0,0,0
2,D5,10,1.00E+04,0,0,0,NA,NA,NA
2,D5,10,1.00E+05,0,0,0,NA,NA,NA
2,D5,10,1.00E+06,0,0,0,NA,NA,NA
2,D5,10,1.00E+07,0,0,0,NA,NA,NA
2,D6,10,1.00E+04,0,0,0,46,84,108
2,D6,10,1.00E+05,0,0,0,0,0,0
2,D6,10,1.00E+06,0,0,0,0,0,0
2,D6,10,1.00E+07,0,0,0,0,0,0
3,A1,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,A1,10,1.00E+04,19,1,22,NA,NA,NA
3,A1,10,1.00E+05,2,2,2,17,18,18
3,A1,10,1.00E+06,0,0,0,4,3,1
3,A2,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,A2,10,1.00E+04,14,12,11,NA,NA,NA
3,A2,10,1.00E+05,3,0,3,7,13,10
3,A2,10,1.00E+06,1,0,0,3,0,0
3,A3,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,A3,10,1.00E+04,15,28,21,NA,NA,NA
3,A3,10,1.00E+05,2,0,1,9,9,13
3,A3,10,1.00E+06,0,0,0,2,2,1
3,A4,10,1.00E+03,78,52,37,NA,NA,NA
3,A4,10,1.00E+04,8,7,13,55,52,64
3,A4,10,1.00E+05,1,0,1,11,13,4
3,A4,10,1.00E+06,0,0,0,0,0,0
3,A5,10,1.00E+03,55,57,19,NA,NA,NA
3,A5,10,1.00E+04,6,10,10,NA,NA,NA
3,A5,10,1.00E+05,0,0,0,13,15,10
3,A5,10,1.00E+06,0,0,0,1,1,1
3,A6,10,1.00E+03,46,43,28,16,13,10
3,A6,10,1.00E+04,4,7,4,1,1,1
3,A6,10,1.00E+05,0,0,0,0,0,0
3,A6,10,1.00E+06,0,0,0,0,0,0
3,B1,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,B1,10,1.00E+04,27,23,8,71,77,NA
3,B1,10,1.00E+05,1,1,1,10,6,11
3,B1,10,1.00E+06,0,0,0,1,1,0
3,B2,10,1.00E+03,65,61,47,NA,NA,NA
3,B2,10,1.00E+04,7,10,7,NA,NA,NA
3,B2,10,1.00E+05,1,3,1,10,14,8
3,B2,10,1.00E+06,0,0,1,0,1,1
3,B3,10,1.00E+03,48,45,42,NA,NA,NA
3,B3,10,1.00E+04,11,10,8,NA,NA,NA
3,B3,10,1.00E+05,1,0,1,7,10,7
3,B3,10,1.00E+06,0,0,0,1,1,1
3,B4,10,1.00E+01,66,64,72,NA,NA,NA
3,B4,10,1.00E+02,14,3,7,NA,NA,NA
3,B4,10,1.00E+03,0,0,0,NA,NA,NA
3,B4,10,1.00E+04,0,0,0,NA,NA,NA
3,B5,10,1.00E+01,NA,NA,NA,NA,NA,NA
3,B5,10,1.00E+02,NA,NA,NA,NA,NA,NA
3,B5,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,B5,10,1.00E+04,NA,NA,NA,56,58,46
3,B6,10,1.00E+01,NA,NA,NA,NA,NA,NA
3,B6,10,1.00E+02,NA,NA,NA,NA,NA,NA
3,B6,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,B6,10,1.00E+04,NA,NA,NA,NA,NA,NA
3,C1,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,C1,10,1.00E+04,18,13,24,NA,NA,NA
3,C1,10,1.00E+05,2,4,5,20,12,6
3,C1,10,1.00E+06,0,1,0,2,5,0
3,C2,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,C2,10,1.00E+04,19,16,23,NA,NA,NA
3,C2,10,1.00E+05,2,4,5,15,23,7
3,C2,10,1.00E+06,0,1,0,1,1,1
3,C3,10,1.00E+03,85,85,6,NA,NA,NA
3,C3,10,1.00E+04,12,7,5,NA,NA,NA
3,C3,10,1.00E+05,1,1,0,18,22,16
3,C3,10,1.00E+06,0,0,0,3,2,3
3,C4,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,C4,10,1.00E+07,1,2,2,NA,NA,NA
3,C4,10,1.00E+08,NA,NA,NA,NA,NA,NA
3,C4,10,1.00E+09,NA,NA,NA,NA,NA,NA
3,C5,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,C5,10,1.00E+07,NA,NA,NA,NA,NA,NA
3,C5,10,1.00E+08,103,NA,NA,NA,NA,NA
3,C5,10,1.00E+09,NA,NA,NA,NA,NA,NA
3,C6,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,C6,10,1.00E+07,NA,NA,NA,NA,NA,NA
3,C6,10,1.00E+08,121,NA,NA,NA,NA,NA
3,C6,10,1.00E+09,NA,NA,NA,NA,NA,NA
3,D1,10,1.00E+03,NA,NA,NA,NA,NA,NA
3,D1,10,1.00E+04,17,18,19,NA,NA,NA
3,D1,10,1.00E+05,2,3,4,16,20,17
3,D1,10,1.00E+06,2,1,0,1,1,2
3,D2,10,1.00E+03,64,50,53,NA,NA,NA
3,D2,10,1.00E+04,9,14,11,NA,NA,NA
3,D2,10,1.00E+05,0,1,0,18,22,16
3,D2,10,1.00E+06,0,1,0,3,2,3
3,D3,10,1.00E+03,NA,NA,NA,16,17,10
3,D3,10,1.00E+04,10,19,11,3,5,1
3,D3,10,1.00E+05,3,1,2,0,0,0
3,D3,10,1.00E+06,0,0,0,0,0,0
3,D4,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,D4,10,1.00E+07,NA,NA,NA,NA,NA,NA
3,D4,10,1.00E+08,NA,NA,NA,NA,NA,NA
3,D4,10,1.00E+09,NA,NA,NA,NA,NA,NA
3,D5,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,D5,10,1.00E+07,NA,NA,NA,NA,NA,NA
3,D5,10,1.00E+08,NA,NA,NA,NA,NA,NA
3,D5,10,1.00E+09,NA,NA,NA,NA,NA,NA
3,D6,10,1.00E+06,NA,NA,NA,NA,NA,NA
3,D6,10,1.00E+07,NA,NA,NA,NA,NA,NA
3,D6,10,1.00E+08,NA,NA,NA,40,39,53
3,D6,10,1.00E+09,NA,NA,NA,NA,NA,NA
4,A1,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,A1,10,1.00E+04,27,24,21,NA,NA,NA
4,A1,10,1.00E+05,3,3,6,21,15,25
4,A1,10,1.00E+06,0,,0,2,2,0
4,A2,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,A2,10,1.00E+04,28,33,20,NA,NA,NA
4,A2,10,1.00E+05,4,4,3,12,9,8
4,A2,10,1.00E+06,3,1,2,3,2,2
4,A3,10,1.00E+03,35,41,35,NA,NA,NA
4,A3,10,1.00E+04,5,3,7,48,51,44
4,A3,10,1.00E+05,2,0,0,18,15,15
4,A3,10,1.00E+06,0,0,0,1,1,2
4,A4,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,A4,10,1.00E+04,NA,NA,NA,NA,NA,NA
4,A4,10,1.00E+05,36,38,37,18,9,26
4,A4,10,1.00E+06,21,9,21,2,4,2
4,A5,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,A5,10,1.00E+04,NA,NA,NA,NA,NA,NA
4,A5,10,1.00E+05,NA,NA,NA,15,14,11
4,A5,10,1.00E+06,NA,NA,NA,2,3,0
4,A6,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,A6,10,1.00E+04,NA,NA,NA,11,15,8
4,A6,10,1.00E+05,NA,NA,NA,3,3,2
4,A6,10,1.00E+06,NA,NA,NA,0,0,0
4,B1,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,B1,10,1.00E+04,27,28,27,NA,NA,NA
4,B1,10,1.00E+05,0,1,5,17,17,14
4,B1,10,1.00E+06,0,1,2,3,5,4
4,B2,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,B2,10,1.00E+04,10,8,11,NA,NA,NA
4,B2,10,1.00E+05,2,5,6,17,17,14
4,B2,10,1.00E+06,1,0,0,0,1,0
4,B3,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,B3,10,1.00E+04,22,33,24,NA,NA,NA
4,B3,10,1.00E+05,5,2,7,6,11,6
4,B3,10,1.00E+06,0,0,0,NA,1,NA
4,B4,10,1.00E+01,0,0,0,NA,NA,NA
4,B4,10,1.00E+02,0,0,0,NA,NA,NA
4,B4,10,1.00E+03,0,0,0,NA,NA,NA
4,B4,10,1.00E+04,0,0,0,NA,NA,NA
4,B5,10,1.00E+01,NA,NA,NA,NA,NA,NA
4,B5,10,1.00E+02,NA,NA,NA,57,68,NA
4,B5,10,1.00E+03,NA,NA,NA,9,8,10
4,B5,10,1.00E+04,NA,NA,NA,1,0,1
4,B6,10,1.00E+01,NA,NA,NA,NA,NA,NA
4,B6,10,1.00E+02,NA,NA,NA,NA,NA,NA
4,B6,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,B6,10,1.00E+04,NA,NA,NA,NA,NA,NA
4,C1,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,C1,10,1.00E+04,2,10,11,4,1,1
4,C1,10,1.00E+05,2,0,1,20,30,24
4,C1,10,1.00E+06,1,2,0,2,2,0
4,C2,10,1.00E+03,NA,NA,NA,NA,NA,NA
4,C2,10,1.00E+04,5,20,25,NA,NA,NA
4,C2,10,1.00E+05,2,3,2,20,19,14
4,C2,10,1.00E+06,NA,NA,NA,1,2,2
4,C3,10,1.00E+03,NA,NA,NA,NA,NA,NA
