transfer,well ,volume_ul,dilution ,lys_r1,lys_r2,lys_r3,his_r1,his_r2,his_r3
7,D6,10,1.00E+08,NA,NA,NA,NA,NA,NA
7,D6,10,1.00E+09,NA,NA,NA,NA,NA,NA
7,D6,10,1.00E+10,NA,NA,NA,NA,NA,NA
8,A1,10,1.00E+04,5,2,,59,66,Pos
8,A1,10,1.00E+05,1,,,NA,NA,NA
8,A1,10,1.00E+06,NA,NA,NA,1,NA,NA
8,A1,10,1.00E+07,NA,NA,NA,0,0,0
8,A2,10,1.00E+04,1,4,,64,59,NA
8,A2,10,1.00E+05,NA,NA,NA,12,NA,NA
8,A2,10,1.00E+06,NA,NA,NA,0,0,0
8,A2,10,1.00E+07,NA,NA,NA,0,0,0
8,A3,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,A3,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,A3,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,A3,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,A4,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,A4,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,A4,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,A4,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,A5,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,A5,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,A5,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,A5,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,A6,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,A6,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,A6,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,A6,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,B1,10,1.00E+04,NA,NA,NA,41,Pos,
8,B1,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,B1,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,B1,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,B2,10,1.00E+04,NA,NA,NA,28,35,
8,B2,10,1.00E+05,NA,NA,NA,NA,1,NA
8,B2,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,B2,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,B3,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,B3,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,B3,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,B3,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,B4,10,1.00E+02,NA,NA,NA,NA,NA,NA
8,B4,10,1.00E+03,NA,NA,NA,NA,NA,NA
8,B4,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,B4,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,B5,10,1.00E+02,NA,NA,NA,73,55,Pos
8,B5,10,1.00E+03,NA,NA,NA,69,Pos,NA
8,B5,10,1.00E+04,NA,NA,NA,4,2,Pos
8,B5,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,B6,10,1.00E+01,NA,NA,NA,NA,NA,NA
8,B6,10,1.00E+02,NA,NA,NA,NA,NA,NA
8,B6,10,1.00E+03,NA,NA,NA,NA,NA,NA
8,B6,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,C1,10,1.00E+04,NA,NA,NA,48,54,20
8,C1,10,1.00E+05,NA,3,NA,NA,NA,NA
8,C1,10,1.00E+06,NA,NA,NA,3,2,NA
8,C1,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C2,10,1.00E+04,NA,1,NA,NA,NA,NA
8,C2,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,C2,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,C2,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C3,10,1.00E+04,NA,NA,NA,NA,NA,NA
8,C3,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,C3,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,C3,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C4,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,C4,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C4,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,C4,10,1.00E+09,NA,NA,NA,NA,NA,NA
8,C5,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,C5,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C5,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,C5,10,1.00E+09,NA,NA,NA,NA,NA,NA
8,C6,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,C6,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,C6,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,C6,10,1.00E+09,NA,NA,NA,NA,NA,NA
8,D1,10,1.00E+04,7,19,25,75,60,
8,D1,10,1.00E+05,68,56,35,,,
8,D1,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,D1,10,1.00E+07,0,0,0,,,
8,D2,10,1.00E+04,Pos,Pos,NA,NA,NA,NA
8,D2,10,1.00E+05,Pos,Pos,Pos,NA,NA,NA
8,D2,10,1.00E+06,22,12,NA,NA,NA,NA
8,D2,10,1.00E+07,1,1,1,NA,NA,NA
8,D3,10,1.00E+04,NA,NA,NA,48,73,NA
8,D3,10,1.00E+05,NA,NA,NA,NA,NA,NA
8,D3,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,D3,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,D4,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,D4,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,D4,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,D4,10,1.00E+09,NA,NA,NA,NA,NA,NA
8,D5,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,D5,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,D5,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,D5,10,1.00E+09,NA,NA,NA,NA,NA,NA
8,D6,10,1.00E+06,NA,NA,NA,NA,NA,NA
8,D6,10,1.00E+07,NA,NA,NA,NA,NA,NA
8,D6,10,1.00E+08,NA,NA,NA,NA,NA,NA
8,D6,10,1.00E+09,NA,NA,NA,NA,NA,NA
9,A1,10,1.00E+02,Pos,Pos,Pos,Pos,Pos ,Pos
9,A1,10,1.00E+03,11,56,45,Pos,Pos,Pos
9,A1,10,1.00E+04,2,NA,NA,55,58,33
9,A1,10,1.00E+05,0,0,0,1,Pos,4
9,A2,10,1.00E+02,Pos,Pos,Pos,Pos,Pos ,Pos
9,A2,10,1.00E+03,13,31,38,Pos,Pos,Pos
9,A2,10,1.00E+04,7,6,4,68,55,47
9,A2,10,1.00E+05,0,1,3,Pos,6,5
9,A3,10,1.00E+02,Pos,Pos ,Pos,Pos,Pos ,Pos
9,A3,10,1.00E+03,Pos,Pos,Pos,Pos,Pos,Pos
9,A3,10,1.00E+04,37,23,8,46,62,46
9,A3,10,1.00E+05,1,1,3,7,6,5
9,A4,10,1.00E+02,Pos,Pos,16,Pos,Pos,Pos
9,A4,10,1.00E+03,,12,20,Pos,Pos,Pos
9,A4,10,1.00E+04,0,0,0,1,1,
9,A4,10,1.00E+05,0,0,0,NA,NA,NA
9,A5,10,1.00E+02,Pos,Pos,34,Pos,Pos,Pos
9,A5,10,1.00E+03,Pos,Pos,Pos,Pos,Pos,Pos
9,A5,10,1.00E+04,NA,NA,28,88,NA,NA
9,A5,10,1.00E+05,0,0,5,0,0,0
9,A6,10,1.00E+02,21,31,26,Pos,Pos,Pos
9,A6,10,1.00E+03,1,,,Pos,Pos,Pos
9,A6,10,1.00E+04,11,7,,99,Pos,Pos
9,A6,10,1.00E+05,0,0,0,Pos,19,14
9,B1,10,1.00E+02,Pos,Pos,Pos,Pos,Pos ,Pos
9,B1,10,1.00E+03,5,25,28,Pos,Pos,Pos
9,B1,10,1.00E+04,0,0,0,58,72,42
9,B1,10,1.00E+05,0,0,0,6,10,NA
9,B2,10,1.00E+01,Pos,Pos,Pos,Pos,Pos ,Pos
9,B2,10,1.00E+02,Pos,Pos,Pos,Pos,Pos,Pos
9,B2,10,1.00E+03,Pos,Pos,Pos,Pos,Pos,Pos
9,B2,10,1.00E+04,NA,7,9,Pos,44,48
9,B3,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
9,B3,10,1.00E+02,NA,NA,NA,NA,NA,NA
9,B3,10,1.00E+03,NA,NA,NA,103,Pos,Pos
9,B3,10,1.00E+04,NA,NA,NA,11,23,Pos
9,B4,10,1.00E+01,2,2,0,NA,NA,NA
9,B4,10,1.00E+02,NA,NA,NA,NA,NA,NA
9,B4,10,1.00E+03,NA,NA,NA,NA,NA,NA
9,B4,10,1.00E+04,NA,NA,NA,NA,NA,NA
9,B5,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
9,B5,10,1.00E+02,NA,NA,NA,Pos,Pos,Pos
9,B5,10,1.00E+03,NA,NA,NA,17,15,10
9,B5,10,1.00E+04,NA,NA,NA,0,0,0
9,B6,10,1.00E+01,NA,NA,NA,NA,NA,NA
9,B6,10,1.00E+02,NA,NA,NA,NA,NA,NA
9,B6,10,1.00E+03,NA,NA,NA,NA,NA,NA
9,B6,10,1.00E+04,NA,NA,NA,NA,NA,NA
9,C1,10,1.00E+02,Pos,Pos,Pos,Pos,Pos,Pos
9,C1,10,1.00E+03,NA,75,69,Pos,Pos,Pos
9,C1,10,1.00E+04,19,19,4,86,78,39
9,C1,10,1.00E+05,1,3,0,NA,NA,49
9,C2,10,1.00E+01,3,12,16,Pos,Pos,Pos
9,C2,10,1.00E+02,Pos,Pos,Pos,Pos,Pos,Pos
9,C2,10,1.00E+03,NA,7,13,Pos,Pos,Pos
9,C2,10,1.00E+04,NA,57,27,,50,60
9,C3,10,1.00E+01,NA,NA,NA,NA,NA,NA
9,C3,10,1.00E+02,NA,NA,NA,NA,NA,NA
9,C3,10,1.00E+03,NA,NA,NA,NA,NA,NA
9,C3,10,1.00E+04,NA,NA,NA,NA,NA,NA
9,C4,10,1.00E+06,NA,NA,NA,NA,NA,NA
9,C4,10,1.00E+07,NA,NA,NA,NA,NA,NA
9,C4,10,1.00E+08,NA,NA,NA,NA,NA,NA
9,C4,10,1.00E+09,NA,NA,NA,NA,NA,NA
9,C5,10,1.00E+06,NA,NA,NA,NA,NA,NA
9,C5,10,1.00E+07,3,3,NA,NA,NA,NA
9,C5,10,1.00E+08,1,6,NA,NA,NA,NA
9,C5,10,1.00E+09,1,0,0,NA,NA,NA
9,C6,10,1.00E+06,NA,NA,NA,NA,NA,NA
9,C6,10,1.00E+07,1,0,NA,NA,NA,NA
9,C6,10,1.00E+08,NA,NA,NA,NA,NA,NA
9,C6,10,1.00E+09,NA,NA,NA,NA,NA,NA
9,D1,10,1.00E+02,68,56,35,Pos,Pos,Pos
9,D1,10,1.00E+03,7,19,25,Pos,Pos,NA
9,D1,10,1.00E+04,NA,NA,NA,71,87,Pos
9,D1,10,1.00E+05,NA,NA,NA,Pos ,Pos ,Pos
9,D2,10,1.00E+02,,Pos,Pos,Pos,Pos,Pos
9,D2,10,1.00E+03,Pos,Pos,Pos,Pos,Pos,Pos
9,D2,10,1.00E+04,22,12,,Pos ,Pos ,Pos
9,D2,10,1.00E+05,1,1,1,Pos,85,74
9,D3,10,1.00E+02,36,23,36,Pos,Pos,Pos
9,D3,10,1.00E+03,1,0,0,Pos,Pos,Pos
9,D3,10,1.00E+04,19,13,NA,NA,NA,NA
9,D3,10,1.00E+05,3,0,0,14,NA,NA
9,D4,10,1.00E+06,NA,NA,NA,NA,NA,NA
9,D4,10,1.00E+07,NA,NA,NA,37,3,2
9,D4,10,1.00E+08,NA,NA,NA,Pos,Pos,Pos
9,D4,10,1.00E+09,NA,NA,NA,NA,NA,NA
9,D5,10,1.00E+06,NA,NA,NA,24,22,
9,D5,10,1.00E+07,NA,NA,NA,52,20,8
9,D5,10,1.00E+08,NA,NA,NA,Pos,Pos,Pos
9,D5,10,1.00E+09,NA,NA,NA,Pos,Pos,NA
9,D6,10,1.00E+06,NA,NA,NA,29,20,NA
9,D6,10,1.00E+07,NA,NA,NA,41,10,Pos
9,D6,10,1.00E+08,NA,NA,NA,Pos ,Pos,NA
9,D6,10,1.00E+09,NA,NA,NA,Pos ,Pos,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,A1,10,1.00E+02,Pos,Pos,Pos,Pos,Pos,Pos
10,A1,10,1.00E+03,36,58,,78,56,88
10,A1,10,1.00E+04,2,1,3,10,NA,NA
10,A1,10,1.00E+05,0,0,0,NA,NA,NA
10,A1,10,1.00E+01,,,,Pos ,Pos ,Pos 
10,A2,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A2,10,1.00E+03,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A2,10,1.00E+04,16,20,13,72,103,77
10,A2,10,1.00E+05,1,1,1,NA,NA,NA
10,A1,10,1.00E+01,,,,Pos ,Pos ,Pos 
10,A3,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A3,10,1.00E+03,3,15,13,Pos ,Pos ,Pos 
10,A3,10,1.00E+04,33,28,10,35,56,51
10,A3,10,1.00E+05,1,2,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos ,Pos ,Pos 
10,A4,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A4,10,1.00E+03,,28,33,Pos ,Pos ,Pos 
10,A4,10,1.00E+04,1,2,NA,NA,19,38
10,A4,10,1.00E+05,0,0,0,NA,NA,NA
10,A1,10,1.00E+01,,,,Pos ,Pos ,Pos 
10,A5,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A5,10,1.00E+03,6,Pos,Pos,Pos ,Pos ,Pos 
10,A5,10,1.00E+04,35,48,11,NA,99,93
10,A5,10,1.00E+05,,6,7,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos ,Pos ,Pos 
10,A6,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,A6,10,1.00E+03,10,16,18,Pos ,Pos ,Pos 
10,A6,10,1.00E+04,28,21,6,56,112,102
10,A6,10,1.00E+05,0,0,3,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos ,Pos ,Pos 
10,B1,10,1.00E+02,Pos,Pos,Pos,Pos ,Pos ,Pos 
10,B1,10,1.00E+03,NA,NA,NA,26,6,8
10,B1,10,1.00E+04,NA,NA,NA,1,2,2
10,B1,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos ,Pos ,Pos 
10,B2,10,1.00E+02,1,1,2,Pos ,Pos ,Pos 
10,B2,10,1.00E+03,Pos,1,,Pos ,Pos ,Pos 
10,B2,10,1.00E+04,NA,NA,NA,12,45,54
10,B2,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos ,Pos ,Pos 
10,B3,10,1.00E+02,NA,NA,NA,Pos ,Pos ,Pos 
10,B3,10,1.00E+03,NA,NA,NA,Pos ,Pos ,Pos 
10,B3,10,1.00E+04,NA,NA,NA,6,15,19
10,B3,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,NA,NA,NA
10,B4,10,1.00E+02,NA,NA,NA,NA,NA,NA
10,B4,10,1.00E+03,NA,NA,NA,NA,NA,NA
10,B4,10,1.00E+04,NA,NA,NA,NA,NA,NA
10,B4,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,B5,10,1.00E+02,NA,NA,NA,Pos,Pos,Pos
10,B5,10,1.00E+03,NA,NA,NA,78,56,88
10,B5,10,1.00E+04,NA,NA,NA,10,NA,NA
10,B5,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,NA,NA,NA
10,B6,10,1.00E+02,NA,NA,NA,NA,NA,NA
10,B6,10,1.00E+03,NA,NA,NA,NA,NA,NA
10,B6,10,1.00E+04,NA,NA,NA,NA,NA,NA
10,B6,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,C1,10,1.00E+02,Pos,Pos,Pos,Pos,Pos,Pos
10,C1,10,1.00E+03,5,21,33,Pos,Pos,Pos
10,C1,10,1.00E+04,1,NA,NA,64,105,89
10,C1,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,C2,10,1.00E+02,NA,NA,NA,Pos,Pos,Pos
10,C2,10,1.00E+03,NA,NA,NA,Pos,Pos,Pos
10,C2,10,1.00E+04,NA,NA,NA,24,42,41
10,C2,10,1.00E+05,NA,NA,NA,,,
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,C3,10,1.00E+02,NA,NA,NA,Pos,Pos,Pos
10,C3,10,1.00E+03,NA,NA,NA,46,37,48
10,C3,10,1.00E+04,NA,NA,NA,NA,NA,NA
10,C3,10,1.00E+05,NA,NA,NA,NA,NA,NA
10,C4,10,1.00E+06,1,NA,NA,NA,NA,NA
10,C4,10,1.00E+07,NA,NA,NA,NA,NA,NA
10,C4,10,1.00E+08,NA,NA,NA,NA,NA,NA
10,C4,10,1.00E+09,NA,NA,NA,NA,NA,NA
10,C5,10,1.00E+06,NA,NA,NA,NA,NA,NA
10,C5,10,1.00E+07,NA,NA,NA,NA,NA,NA
10,C5,10,1.00E+08,NA,NA,NA,NA,NA,NA
10,C5,10,1.00E+09,NA,NA,NA,NA,NA,NA
10,C6,10,1.00E+06,NA,NA,NA,NA,NA,NA
10,C6,10,1.00E+07,2,NA,NA,NA,NA,NA
10,C6,10,1.00E+08,NA,NA,NA,NA,NA,NA
10,C6,10,1.00E+09,NA,NA,NA,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,D1,10,1.00E+02,19,22,15,Pos,Pos,Pos
10,D1,10,1.00E+03,0,3,2,Pos,Pos,Pos
10,D1,10,1.00E+04,0,0,0,NA,71,87
10,D1,10,1.00E+05,0,0,0,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,D2,10,1.00E+02,Pos,Pos,37,Pos,Pos,Pos
10,D2,10,1.00E+03,28,,,Pos,Pos,Pos
10,D2,10,1.00E+04,14,11,,Pos,85,74
10,D2,10,1.00E+05,0,0,0,NA,NA,NA
10,A1,10,1.00E+01,NA,NA,NA,Pos,Pos,Pos
10,D3,10,1.00E+02,8,15,13,Pos,Pos,Pos
10,D3,10,1.00E+03,NA,NA,NA,69,68,73
10,D3,10,1.00E+04,6,2,,54,39,8
10,D3,10,1.00E+05,0,0,0,NA,NA,NA
10,D4,10,1.00E+06,NA,NA,NA,NA,NA,NA
10,D4,10,1.00E+07,NA,NA,NA,54,58,NA
10,D4,10,1.00E+08,NA,NA,NA,27,19,18
10,D4,10,1.00E+09,NA,NA,NA,1,2,1
10,D5,10,1.00E+06,NA,NA,NA,NA,NA,NA
10,D5,10,1.00E+07,NA,NA,NA,47,40,NA
10,D5,10,1.00E+08,NA,NA,NA,30,16,15
10,D5,10,1.00E+09,NA,NA,NA,1,0,0
10,D6,10,1.00E+06,NA,NA,NA,NA,NA,NA
10,D6,10,1.00E+07,NA,NA,NA,15,10,NA
10,D6,10,1.00E+08,NA,NA,NA,14,13,4
10,D6,10,1.00E+09,NA,NA,NA,1,2,1